Submission Date (Central Time),Overall Rating,Comments,FeedbackCategory,Subcategory
10/13/2022,5,easy to use site,Thanks/Praise,Thanks/Praise
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,5,As a child who wants to fill my head with books this a good place to check out,Thanks/Praise,Thanks/Praise
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,3,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,3,I was not aware that my saved CC had expired and was not aware that my order had not been processed until today.,Possible Tech Issue/TRF,Adding Items to Cart
10/13/2022,3,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,Things have greatly improved so far this year with promptness of delivery!,Thanks/Praise,Thanks/Praise
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,3,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,2,"I have purchased books 3 times a year for my students because Scholastic Books have always been affordable.  Unfortunately, the last few years the books have gotten so expensive and the option of getting dollar books is no longer available unless you spend $75.00.  As an educator, and having a class of 26 or more students, this is very difficult.",Price,Price
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,Easy to separate orders for different kids.,Thanks/Praise,Thanks/Praise
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,4,"I am sending home a paper book order, BUT I am also going to send the link out in ClassDojo",All Other,Intending Future Order
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,Waiting until my deadline day to submit my complete order.,All Other,Intending Future Order
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,The site is organized and easy to find different age-appropriate books. A very big selection with good prices. Great site to get books!,Thanks/Praise,Thanks/Praise
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,5,I love that the orders are again processed quickly.  Thank you!,Thanks/Praise,Thanks/Praise
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,3,i HAD $10 to spend. I spent $8 and was trying to add a $2 book and it didn't go througfh.,Price,Price
10/13/2022,3,i HAD $10 to spend. I spent $8 and was trying to add a $2 book and it didn't go througfh.,Possible Tech Issue/TRF,Adding Items to Cart
10/13/2022,5,Placed a $54 order and noticed after I qualified for a free $5.00 book. Wish there was a way get the promo code automatically,Bonus Points/Rewards/Promos,Bonus Points/Rewards/Promos
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,4,It's not easy to figure out how to submit parents online order,Possible Tech Issue/TRF,Submitting Parent Order
10/13/2022,3,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,Love ordering books for my daughters,Thanks/Praise,Thanks/Praise
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,3,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,3,No Comment,No Comment,No Comment
10/13/2022,3,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,4,Hoping school sends home flyer and code soon to place an order.,Kits,Kits
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,3,"Despite the fact that the site says that the order can be shipped directly to the parent's address, I am unable to do that and orders to the school take too long. PayPal payment options should be available throughout the different sites/book clubs. I was unable to complete my order because of both issues and was dismayed to see that the promised 20% coupon was not available through the book club.",Shipping/Delivery,Ship to Home
10/13/2022,3,"Despite the fact that the site says that the order can be shipped directly to the parent's address, I am unable to do that and orders to the school take too long. PayPal payment options should be available throughout the different sites/book clubs. I was unable to complete my order because of both issues and was dismayed to see that the promised 20% coupon was not available through the book club.",Price,Price
10/13/2022,3,"Despite the fact that the site says that the order can be shipped directly to the parent's address, I am unable to do that and orders to the school take too long. PayPal payment options should be available throughout the different sites/book clubs. I was unable to complete my order because of both issues and was dismayed to see that the promised 20% coupon was not available through the book club.",Possible Tech Issue/TRF,Adding Items to Cart
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,My child loves to read and Scholastic Book Club is the best site to get books!,Thanks/Praise,Thanks/Praise
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,1,I cannot find an item number to add this to my order.,Possible Tech Issue/TRF,Adding Items to Cart
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,3,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,"I tried to do this yesterday, but the website kept showing a blank cart.",Possible Tech Issue/TRF,Adding Items to Cart
10/13/2022,3,No Comment,No Comment,No Comment
10/13/2022,3,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,Everything went very smoothly,Thanks/Praise,Thanks/Praise
10/13/2022,3,Website was very easy to navigate. I love that there are suggestions for each age group!  I purchased more books than I planned because the prices were so great.,Thanks/Praise,Thanks/Praise
10/13/2022,5,"The site is very user friendly and helpful to connect school, home, and reading for our class families.",Thanks/Praise,Thanks/Praise
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,4,I miss your $1 books.,Price,Price
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,3,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,4,"Hello,    I just wanted to let you know about a minor issue with the recent order that I received (70787075). Pages 237 - 240 in The Lightning Thief ordered for Grant Cooper (under his mom's name - I don't recall her first name) were all bent. I tried to flatten them out of course, but it surely doesn't look like a new book. On their behalf, I thought it was worth noting. Thank you!    Kristin Zientek  5th grade teacher - Shaler Area",Shipping/Delivery,Item Missing
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,I tried to enter one of the coupons to use on my book order and it would not accept it for my order.  It was a little frustrating.,Bonus Points/Rewards/Promos,Bonus Points/Rewards/Promos
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,3,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,3,No Comment,No Comment,No Comment
10/13/2022,3,No Comment,No Comment,No Comment
10/13/2022,3,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,1,Canâ€™t add books to shopping cart,Possible Tech Issue/TRF,Adding Items to Cart
10/13/2022,4,"Was trying to find a phone number originally, but did find live chat, which worked well",Thanks/Praise,Thanks/Praise
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,3,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,3,"Browsing, selecting books, reviewing your order can be difficult.  When I selected the free books, I did not know where to find them when I checked my order.",Bonus Points/Rewards/Promos,Bonus Points/Rewards/Promos
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,3,I wasn't sure how to use the site. I figured it out but it took a few extra minutes to see the flyer with the item # and then use it with the teacher's classroom page,LOB Confusion,LOB Confusion
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,3,I hope it submitted this time.,Possible Tech Issue/TRF,Adding Items to Cart
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,3,No Comment,No Comment,No Comment
10/13/2022,3,I thought I'd be able to use the READ code to get a free book if I spent $25 but the site said I couldn't use the code.,Possible Tech Issue/TRF,READS
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,3,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,Ordering books this month for my class.,Thanks/Praise,Thanks/Praise
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,Love the scholastic website and store. Easy to find stuff.,Thanks/Praise,Thanks/Praise
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,3,"I was checking on my account. I had changed the grade level in the spring to reflect my move to 2nd grade. I am still receiving kindergarten fliers and thought maybe I had made a mistake in updating. However,  it was updated to Grade 2. I am hoping to receive 2nd grade and above fliers and NOT kindergarten. I get more orders when the students can look through the fliers.",Kits,Kits
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,"The site was very easy to navigate. Everything seemed to work perfectly, as you would want it to. It was not difficult at all to place an order, or to browse the site. I used the link that my child's teacher sent from the seesaw app, logged in with my info, browsed the 1st grade flyer, and easily placed my order. I was pleased with the entire process. Thank you.",Thanks/Praise,Thanks/Praise
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,4,The credit card was kind of annoying it kept reverting back to my old credit card.,Website,Performance/Navigation/General
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,3,I am  not sure why I have difficulty finding my teacher page.  I typically end up on my classroom page.,LOB Confusion,LOB Confusion
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,I love scholastic,Thanks/Praise,Thanks/Praise
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,3,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,4,I absolutely LOVE Scholastic Book Club  and support it's mission!    The website could be a little more user friendly. I have a difficult time updating email contacts for our families and switching between center and parent page. It sometimes feels like I have to figure it out each time I long on.,LOB Confusion,LOB Confusion
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,2,Your site is very confusing to navigate and go back and forth from parent view and teacher view.,LOB Confusion,LOB Confusion
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,4,The option to have books sent to home with the teacher code will be helpful. I feel bad that the teacher has to sort through the submissions.,Shipping/Delivery,Ship to Home
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,3,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,3,After saving a book to a Wish List you have to X out of the screen. I also couldn't find books easily that are for my son's age/grade/reading level easily. He needs 740L and up.,LOB Confusion,LOB Confusion
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,5,"As a former teacher who made hundreds of book orders, being able to make the order online was AMAZING!",Thanks/Praise,Thanks/Praise
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,1,I can't check the robot box,Possible Tech Issue/TRF,Adding Items to Cart
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,1,"The entire system is horrible trying to navigate, systems seems old and outdated. Also donâ€™t understand how you submit an order and try to pay for it online only for them to request a charge for an order you thought was taken care of almost 2 years later",Account Balance/Payment,Account Balance/Payment
10/13/2022,3,"Unable to load and view several digital flyers. Attempted last night and again this morning.  I clicked on the ""click here""  option and nothing happened.",Website,Digital Flyer
10/13/2022,3,No Comment,No Comment,No Comment
10/13/2022,5,Last year it took 2 months for my order to arrive. Students and parents were frustrated. I am going to try to order again. I hope this will not happen again.,All Other,Hopeful Shipping Improves this Year
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,4,Haven't made my order yet.,All Other,Intending Future Order
10/13/2022,5,It's very easy to find the books I want and the prices are great! The website is user-friendly and very attractive.,Thanks/Praise,Thanks/Praise
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,4,"Where is my customer number? Why is my account in arrears? I said I was sending a check and you emptied my donation bank from my mom. This is really getting out of hand. I checked that a check was being sent. I would like my customer number sent to me please  Lisabeth Peterson  Frederick Carder Elementary   Corning, New York",Account Balance/Payment,Account Balance/Payment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,4,I entered an ewallet for my 1st grader so will be purchasing,LOB Confusion,E-Wallet
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,5,No Comment,No Comment,No Comment
10/13/2022,4,No Comment,No Comment,No Comment
10/13/2022,3,No Comment,No Comment,No Comment
10/13/2022,5,I like how it lets me be a parent and teacher,Thanks/Praise,Thanks/Praise
10/13/2022,5,No Comment,No Comment,No Comment
